"Prabhag 48A : Rajashri Andekar","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance",""
"2012 - 2013","1","Reparing of Toilets","199640","TO","0","46/66",""
"2012 - 2013","2","Footpath work","199524","F","","",""
"2012 - 2013","3","Building Balwadi","199729","SM","","",""
"2012 - 2013","4","Road Work","180047","R","","",""
"2012 - 2013","5","Building Samaj Mandir","198619","SM","","",""
"2012 - 2013","6","Cleaning Drainage line","199025","D","","",""
"2012 - 2013","7","Laying Drainage Line","172461","D","","",""
"2012 - 2013","8","","","","","",""
"2012 - 2013","9","","","","","",""
"2012 - 2013","5","","","","","",""
"","","Total","1349045","","","",""
"2013 - 2014","1","Laying Drainage Line","199865","D","0","64/77",""
"2013 - 2014","2","Reparing Toilets","199949","TO","","",""
"2013 - 2014","3","Cleaning Drainage Line","199729","D","","",""
"2013 - 2014","4","Reparing Toilets","199950","TO","","",""
"2013 - 2014","5","Providing Jute Bags","199990","J","","",""
"2013 - 2014","6","Reparing Toilets","198154","TO","","",""
"2013 - 2014","7","Reparing Toilets","199979","TO","","",""
"2013 - 2014","8","Collection of Waste Disposal","192629","M","","",""
"","","","","","","",""
"","","Total","1590245","","","",""
"2014 - 2015","1","Providing Plant Sapplings and Tree Guard","200000","","0","99/116",""
"2014 - 2015","2","Providing Plant Sapplings and Tree Guard","200000","","","",""
"2014 - 2015","3","Buying Buckets","200000","","","",""
"2014 - 2015","4","Buying Sewing Machine","200000","","","",""
"2014 - 2015","5","Building HealthCare Room","200000","","","",""
"2014 - 2015","6","Cleaning Drainage Line","200000","","","",""
"2014 - 2015","7","Repairing Drainage Line","193942","D","","",""
"2014 - 2015","8","Repairing Drainage Line","194439","D","","",""
"2014 - 2015","9","Repairing Drainage Line and Chambers","194698","D","","",""
"2014 - 2015","10","Repairing Drainage Chambers","174427","D","","",""
"","","","","","","",""
"","","Total","1957506","","","",""
"2015 - 2016","1","Repairing Drainage Line","174000","D","0","79/127",""
"2015 - 2016","2","Repairing Drainage Line","194000","D","","",""
"2015 - 2016","3","Repairing Drainage Line","194000","D","","",""
"2015 - 2016","4","Building Drainage Line","194000","D","","",""
"2015 - 2016","5","Maintenance/cleaning","184000","M","","",""
"2015 - 2016","6","Benches","192000","B","","",""
"2015 - 2016","7","Jute bags / Canvas bags","200000","J","","",""
"2015 - 2016","8","Repairing Drainage Line","182000","D","","",""
"","","Total","1514000","","","",""
"","","","","","","",""
"","","Final Total","6410796","","","",""
"","","","","","","",""
