"Prabhag 58B : Ashok Yenpure","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","GB attendance"
"2012 - 2013","1","Watersupply Shade","200000","W","0","62/66","93.93"
"2012 - 2013","2","Jute Bags","197000","J","","",""
"2012 - 2013","3","Benches","170000","B","","",""
"2012 - 2013","4","Benches","180000","B","","",""
"2012 - 2013","5","Maintainance ","185000","M","","",""
"2012 - 2013","6","Gym Equipment","200000","G","","",""
"2012 - 2013","7","Computer in schools","200000","CO","","",""
"2012 - 2013","8","Hosptilal Facilties (Ambulance AC)","200000","H","","",""
"2012 - 2013","9","","","","","",""
"","","","","","","",""
"","","Total","1532000","","","",""
"2013 - 2014","1","Concretisation","119000","C","0","66/77","85.71"
"2013 - 2014","2","Installation of Benches","156000","B","","",""
"2013 - 2014","3","Concretisation","161000","C","","",""
"2013 - 2014","4","Builiding Toilet","155000","TO","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"","","Total","591000","","","",""
"2014 - 2015","1","Repairing Footpath","153000","F","0","91/116","78.44"
"2014 - 2015","2","Collecting Waste","147000","M","","",""
"2014 - 2015","3","Installation of Benches","163000","B","","",""
"2014 - 2015","4","Collecting Waste","125000","M","","",""
"2014 - 2015","5","Concretisation","155000","C","","",""
"2014 - 2015","6","Cleaning Drainage Line","119000","M","","",""
"","","Total","862000","","","",""
"2015 - 2016","1","Drainage works","148000","D","0","109/127","85.82"
"2015 - 2016","2","Drainage works","148000","D","","",""
"2015 - 2016","3","Maintainance work","148000","M","","",""
"2015 - 2016","4","","","","","",""
"","","Total","444000","","","",""
"","","","","","","",""
"","","Final Total","3429000","","","",""
"","","","","","","",""
