"Prabhag 58A : Pratibha Dhamale","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","GB attendance"
"2012 - 2013","1","Installing Benches","152000","B","0","64/66","96.96"
"2012 - 2013","2","Concretisation","168000","C","","",""
"2012 - 2013","3","Jute bags","159000","J","","",""
"2012 - 2013","4","Water supply","200000","W","","",""
"2012 - 2013","5","Colouring paint","159000","CT","","",""
"2012 - 2013","6","Toilet Renovation","141000","TO","","",""
"2012 - 2013","7","Footpath","97000","F","","",""
"2012 - 2013","8","Laying of tiles","105000","TO","","",""
"2012 - 2013","9","Concretisation","157000","C","","",""
"2012 - 2013","10","Computer","200000","CO","","",""
"2012 - 2013","11","","","","","",""
"","","","","","","",""
"","","Total","1538000","","","",""
"2013 - 2014","1","Building Toilet","152000","TO","0","72/77","93.5"
"2013 - 2014","2","Installation of Benches","151000","B","","",""
"2013 - 2014","3","Nameplates","103000","N","","",""
"2013 - 2014","4","Concretisation","154000","C","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"","","Total","560000","","","",""
"2014 - 2015","1","Concretisation","146000","C","0","111/116","95.68"
"2014 - 2015","2","Concretisation","146000","C","","",""
"2014 - 2015","3","Collecting Waste","149000","M","","",""
"2014 - 2015","4","Installation of Benches","167000","B","","",""
"2014 - 2015","5","Cleaning Drainage Line","133000","D","","",""
"2014 - 2015","6","Constructing Waiting Shed","200000","DW","","",""
"2014 - 2015","7","Repair Work in GYM","145000","GY","","",""
"","","Total","1086000","","","",""
"2015 - 2016","1","Drainage work","149000","D","","116/127","91.33"
"2015 - 2016","2","Drainage work","158000","D","","",""
"2015 - 2016","3","Maintainance work","148000","M","","",""
"2015 - 2016","4","Giving toys etc to playground","148000","G","","",""
"","","Total","603000","","","",""
"","","","","","","",""
"","","Final Total","3787000","","","",""
"","","","","","","",""
