"Prabhag 54 A : Bharati Chakankar","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","GB attendance"
"2012 - 2013","1","Garden Fencing","181667","F","0","61/66","92.42"
"2012 - 2013","2","Pavement Blocks","200000","P","","",""
"2012 - 2013","3","Concretisation","200000","C","","",""
"2012 - 2013","4","Concretisation","152343","C","","",""
"2012 - 2013","5","Drainage Work","200000","D","","",""
"2012 - 2013","6","Concretisation","150966","C","","",""
"2012 - 2013","7","Concretisation","187525","C","","",""
"2012 - 2013","8","Drainage Work","104680","D","","",""
"2012 - 2013","9","Concretisation","140330","C","","",""
"2012 - 2013","10","Road Work( Crossing)","150000","R","","",""
"2012 - 2013","11","Concretisation","141394","C","","",""
"2012 - 2013","12","Concretisation","159279","C","","",""
"2012 - 2013","13","Sign Boards","200000","N","","",""
"2012 - 2013","14","Computers","200000","CO","","",""
"","","","","","","",""
"","","","","","","",""
"","","Total","2368184","","","",""
"2013 - 2014","1","Electrification (LED fitting)","200000","E","0","69/77","89.61"
"2013 - 2014","2","Concretisation","129453","C","","",""
"2013 - 2014","3","Buying sewing machines","200000","BG","","",""
"2013 - 2014","4","Installation of Benches","157554","B","","",""
"2013 - 2014","5","Concretisation","141384","C","","",""
"2013 - 2014","6","Concretisation","143275","C","","",""
"2013 - 2014","7","Concretisation","142089","C","","",""
"2013 - 2014","8","Concretisation","137886","C","","",""
"2013 - 2014","9","Concretisation","139644","C","","",""
"2013 - 2014","10","Concretisation","151355","C","","",""
"2013 - 2014","11","Computers","200000","CO","","",""
"2013 - 2014","12","","","","","",""
"","","Total","1742640","","","",""
"2014 - 2015","1","Installation of Benches","200000","B","0","109/116","93.96"
"2014 - 2015","2","Gym","200000","GY","","",""
"2014 - 2015","3","Furniture work in School","200000","FW","","",""
"2014 - 2015","4","Furniture work in School","200000","FW","","",""
"2014 - 2015","5","Pavement Blocks","119637","P","","",""
"2014 - 2015","6","Pavement Blocks","166111","P","","",""
"2014 - 2015","7","Concretisation","172855","C","","",""
"2014 - 2015","8","Open Gym","200000","GY","","",""
"2014 - 2015","9","Providing Jute Bags","200000","J","","",""
"2014 - 2015","10","Installation of Benches","169855","B","","",""
"2014 - 2015","11","Installation of Benches","177849","B","","",""
"","","","","","","",""
"","","","","","","",""
"","","Total","2006307","","","",""
"2015 - 2016","1","Concretisation","161349","C","0","115/127","90.55"
"2015 - 2016","2","Development work in samaj mandir","83208","SM","","",""
"2015 - 2016","3","Lying pavement blocks","133153","P","","",""
"2015 - 2016","4","Installation of high mast","164731","E","","",""
"2015 - 2016","5","Installation of high mast","165195","E","","",""
"2015 - 2016","6","LED fitting","111325","E","","",""
"2015 - 2016","7","Electrification","149163","E","","",""
"2015 - 2016","8","Concretisation","156572","C","","",""
"","","Total","1124696","","","",""
"","","","","","","",""
"","","Final Total","7241827","","","",""
