"Prabhag 53 B : Shrikant Jagtap","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","GB attendance"
"2012 - 2013","1","Drainage Works","141769","D","0","57/66","86.36"
"2012 - 2013","2","Drainage Works","155924","D","","",""
"2012 - 2013","3","Drainage Works","155450","D","","",""
"2012 - 2013","4","Buidling Toilets","184037","BT","","",""
"2012 - 2013","5","Building of Gym","169696","GY","","",""
"2012 - 2013","6","Pavement Blocks","189491","P","","",""
"2012 - 2013","7","Installation of Benches","188154","B","","",""
"2012 - 2013","8","Concretisation","189924","C","","",""
"2012 - 2013","9","Electrification","128016","E","","",""
"2012 - 2013","10","Electrification","128687","E","","",""
"","","","","","","",""
"","","","","","","",""
"","","Total","1631148","","","",""
"2013 - 2014","1","Electrification ","126962","E","0","68/77","88.31"
"2013 - 2014","2","Electrification ","126962","E","","",""
"2013 - 2014","3","Electrification ( Highmast)","151309","E","","",""
"2013 - 2014","4","Furniture Work","165251","FW","","",""
"2013 - 2014","5","Providing Computers","200000","C","","",""
"2013 - 2014","6","Installation of Benches","147487","B","","",""
"2013 - 2014","7","Installation of Benches","161270","B","","",""
"2013 - 2014","8","Drainage Works","165446","D","","",""
"2013 - 2014","9","Providing Computers","200000","C","","",""
"2013 - 2014","10","Toilet Rennovation","131504","TO","","",""
"2013 - 2014","11","Providing Jute Bags","200000","J","","",""
"2013 - 2014","12","Providing Buckets","200000","DB","","",""
"","","","","","","",""
"","","Total","1976191","","","",""
"2014 - 2015","1","Installation of Benches","154560","B","0","93/116","80.17"
"2014 - 2015","2","Providing Benches","162002","B","","",""
"2014 - 2015","3","Providing Computers","200000","CO","","",""
"2014 - 2015","4","Providing Computers","200000","CO","","",""
"2014 - 2015","5","Installation of Benches","158190","B","","",""
"2014 - 2015","6","Installation of Benches","150923","B","","",""
"2014 - 2015","7","Providing Canvas Bags","200000","J","","",""
"2014 - 2015","8","Providing Canvas Bags","200000","J","","",""
"2014 - 2015","9","","","","","",""
"2014 - 2015","10","","","","","",""
"","","Total","1425675","","","",""
"2015 - 2016","1","Buckets Purchasing","200000","DB","0","106/127","83.46"
"2015 - 2016","2","Maintenance/cleaning","139856","M","","",""
"2015 - 2016","3","Drainage Works","130000","D","","",""
"2015 - 2016","4","New street lights","96703","E","","",""
"2015 - 2016","5","LED fitting","109984","E","","",""
"2015 - 2016","6","Drainage Works","130000","D","","",""
"","","Total","806543","","","",""
"","","","","","","",""
"","","Final Total","5839557","","","",""
"","","","","","","",""
