"Prabhag 56 A : Rahul Tupere","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","GB attendance"
"2012 - 2013","1","Installation of Benches","148148","B","0","57/66","86.36"
"2012 - 2013","2","Providing Computers","199800","CO","","",""
"2012 - 2013","3","Providing Computers","200000","CO","","",""
"2012 - 2013","4","Concretisation","200000","C","","",""
"2012 - 2013","5","Concretisation","200000","C","","",""
"2012 - 2013","6","Electrification","160000","E","","",""
"2012 - 2013","7","Electrification","160001","E","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","Total","1267949","","","",""
"2013 - 2014","1","Electrification (Solar Lamps)","130152","E","0","67/77","87.01"
"2013 - 2014","2","Electrification (Solar Lamps)","130152","E","","",""
"2013 - 2014","3","Concretisation","197205","C","","",""
"2013 - 2014","4","Laying Drainage Line","195023","D","","",""
"2013 - 2014","5","Laying Drainage Line","197809","D","","",""
"2013 - 2014","6","Maintenance of Toilet","126982","M","","",""
"2013 - 2014","7","Fencing","55488","F","","",""
"2013 - 2014","8","Concretisation","177008","C","","",""
"2013 - 2014","9","Providing Computers","200000","CO","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","Total","1409819","","","",""
"2014 - 2015","1","Laying Drainage Line","166596","D","0","94/116","81.03"
"2014 - 2015","2","Canal Repairs and Fencing","172730","FE","","",""
"2014 - 2015","3","Reparing Footpath","167625","F","","",""
"2014 - 2015","4","Footpath Work","163617","F","","",""
"2014 - 2015","5","Laying Tiles","169326","T","","",""
"2014 - 2015","6","Reparing Footpath","167919","F","","",""
"2014 - 2015","7","Providing Jute Bags","200000","J","","",""
"2014 - 2015","8","Providing Computers","200000","CO","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","Total","1407813","","","",""
"2015 - 2016","1","Drainage works","192649","D","0","104/127","81.88"
"2015 - 2016","2","Maintenance/cleaning","132735","M","","",""
"2015 - 2016","3","Fencing","189121","FE","","",""
"2015 - 2016","4","Drainage works","150809","D","","",""
"2015 - 2016","5","Drainage works","160388","D","","",""
"","","","","","","",""
"","","","825702","","","",""
"","","","","","","",""
"","","Final Total","4911283","","","",""
