"Prabhag 31 B : Smt Lakshmi Dudhane","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","Attendance percentage","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","1","Benches at various places","162359.98","B","2","56 / 66","84.84","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","2","Installation of Nameplates and direction boards","163590","N","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","3","Paving blocks","188163.24","P","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","4","Benches at various places","166778.42","B","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","680891.64","","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","1","Benches at various places","152412.02","B","0","66 / 77","85.71","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","2","Benches at various places","152412.02","B","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","3","Benches at various places","152412.02","B","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","4","Drainage- rainwater covers","151760.19","D","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","5","Benches at various places","149616.55","B","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","6","Drainage line","134987.34","D","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","893600.14","","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","1","Installation of Nameplates and direction boards","131881.8","N","0","99 / 116","85.34","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","2","Benches at various places","117563.91","B","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","3","Benches at various places","124161.31","B","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","4","Toilets","98175.62","TO","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","5","Drainage line","99041.53","D","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","570824.17","","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","1","Benches at various places","154863.36","B","0","109/127","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","2","Electrification- Street lights","180885.96","E","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","3","Benches at various places","154863.36","B","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","490612.68","","2","","85.296666666667","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Final Total","2635928.63","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
