"Prabhag 20B: Sunil Gaikwad","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","Attendance percentage"
"2012 - 2013","1","Benches","148618","B","0","54/66","81.81"
"2012 - 2013","2","Benches","148618","B","","",""
"2012 - 2013","3","Colouring and maintenance of cemetery","131192","CM","","",""
"","","Total","428428","","","",""
"2013 - 2014","1","Colouring of Building","154854","CB","0","62/77","80.51"
"2013 - 2014","2","Building of shed - Fire Brigade","155523","FB","","",""
"2013 - 2014","3","Samaj Mandir/ Related work/ Renovation","163594","SM","","",""
"2013 - 2014","4","Benches","154923","B","","",""
"2013 - 2014","5","Benches","149198","B","","",""
"2013 - 2014","6","Concretization ","142775","C","","",""
"2013 - 2014","8","Develpoment Work","151241","DW","","",""
"","","Total","1072108","","","",""
"2014 - 2015","1","Benches","189907","B","0","83/116","71.55"
"2014 - 2015","2","Direction/Information/Sign Boards","93839","N","","",""
"2014 - 2015","3","Direction/Information/Sign Boards","92495","N","","",""
"2014 - 2015","5","Benches","180838","B","","",""
"2014 - 2015","6","Benches","193477","B","","",""
"","","Total","750556","","","",""
"2015 - 2016","1","Samaj Mandir/ Related work/ Renovation","190811","SM","0","99/127",""
"2015 - 2016","2","Develpoment Work","187592","DW","","",""
"2015 - 2016","3","Benches","152130","B","","",""
"2015 - 2016","4","Benches","152108","B","","",""
"2015 - 2016","5","Benches","153070","B","","",""
"2015 - 2016","6","Develpoment Work","159555","DW","","",""
"2015 - 2016","7","Samaj Mandir/ Related work/ Renovation","199722","SM","","",""
"","","Total","1194988","","","",""
"","","","","","","",""
"","","Final Total","3446080","","0","","76.03"
