"Prabhag 65A : Panduranga Kamble","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance",""
"2012 - 2013","1","Caatus eye","199210","DE","0","63/66",""
"2012 - 2013","2","Caatus eye","198893","DE","","",""
"2012 - 2013","3","Applying Thermoplastic Paint","199210","CT","","",""
"2012 - 2013","4","Applying Thermoplastic Paint","199460","CT","","",""
"2012 - 2013","5","Taking out filth from Drainage Line","194538","M","","",""
"2012 - 2013","6","Painting Market","82584","MK","","",""
"2012 - 2013","7","Concretisation","99821","C","","",""
"2012 - 2013","8","Concretisation","199573","C","","",""
"2012 - 2013","9","Concretisation","184762","C","","",""
"2012 - 2013","10","Concretisation","199215","C","","",""
"2012 - 2013","11","Concretisation","199304","C","","",""
"","","Total","1956570","","","",""
"2013 - 2014","1","Laying Drainage Line","195494","D","0","75/77",""
"2013 - 2014","2","Cleaning Drainage Line and Chamber","186872","M","","",""
"2013 - 2014","3","Installing Benches","138118","B","","",""
"2013 - 2014","4","Concretisation","99661","C","","",""
"2013 - 2014","5","Concretisation","193814","C","","",""
"2013 - 2014","6","Installing Benches","163138","B","","",""
"2013 - 2014","7","Installing Benches","181028","B","","",""
"2013 - 2014","8","Concretisation","188180","C","","",""
"","","","","","","",""
"","","","","","","",""
"","","Total","1346305","","","",""
"2014 - 2015","1","Cleaning work","199716","M","0","109/116",""
"2014 - 2015","2","Development work","181634","D","","",""
"2014 - 2015","3","Concretisation","162805","C","","",""
"2014 - 2015","4","Wall repairs","184326","FE","","",""
"2014 - 2015","5","Cleaning Chamber","195484","D","","",""
"2014 - 2015","6","Installation of Benches","199470","B","","",""
"2014 - 2015","7","Concretisation","182629","C","","",""
"2014 - 2015","8","Concretisation","193453","C","","",""
"2014 - 2015","9","Cleaning Chamber","197672","D","","",""
"2014 - 2015","10","Building Speed Breakers","197002","R","","",""
"2014 - 2015","11","","","","","",""
"2014 - 2015","12","","","","","",""
"","","Total","1894191","","","",""
"2015 - 2016","1","Cleaning Drainage Line and Chamber","184000","D","0","89/127",""
"2015 - 2016","2","Cleaning Drainage Line and Chamber","192000","D","","",""
"2015 - 2016","3","Installation of Benches","192000","B","","",""
"2015 - 2016","4","Concretisation","184000","C","","",""
"2015 - 2016","5","Installation of Benches","192000","B","","",""
"2015 - 2016","6","Drainage work/ Laying of Drainage line","147000","D","","",""
"","","Total","1091000","","","",""
"","","","","","","",""
"","","Final Total","6288066","","","",""
"","","","","","","",""
