"Prabhag 62A : Sangita Thosar","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","GB attendance","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","1","","","","0","55/66","83.33","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","5","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","0","","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","1","Concretization ","137813.362","C","0","61/77","79.22","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","2","Concretization ","135126.739","C","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","3","Benches","137684.26","B","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","4","Drainage work/ Laying of Drainage line","149186.85","D","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","5","Benches","147979.593","B","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","6","Concretization ","199692.43","C","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","7","Installation of Nameplates / direction boards / Sign boards / Message boards","187916.82","N","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","8","Drainage work/ Laying of Drainage line","71631.21","D","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","9","Develpoment Work","160987.14","DW","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","1328018.404","","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","1","Concretization ","136975.3454","C","3","93/116","80.17","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","2","Concretization ","137328.9248","C","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","3","Concretization ","140689.3597","C","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","4","Concretization ","141257.9795","C","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","5","Benches","134950.2","B","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","6","Benches","134950.2","B","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","7","Pavement blocks / Grouting","100565.32","P","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","8","Benches","167124.45","B","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","9","Drainage work/ Laying of Drainage line","129946","D","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","1223787.7794","","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","1","Drainage work/ Laying of Drainage line","196718","D","0","119/127","93.7","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","2","Benches","142428","B","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","3","Benches","141432","B","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","4","Concretization ","133360","C","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","5","Concretization ","137525","C","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","6","Concretization ","137482","C","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","888945","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Final Total","3440751.1834","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
