"Prabhag 23A : Ajay Tayde","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","Attendance percentage"
"2012 - 2013","1","Concretization ","114781","C","0","63/66","95.45"
"2012 - 2013","2","Benches","177431","B","","",""
"2012 - 2013","3","Concretization ","122958","C","","",""
"2012 - 2013","4","Drainage work","198986","D","","",""
"2012 - 2013","5","Concretization ","134547","C","","",""
"2012 - 2013","6","Concretization ","169703","C","","",""
"2012 - 2013","7","Develpoment Work","157525","DW","","",""
"2012 - 2013","8","Pedestal crossing","150000","F","","",""
"2012 - 2013","9","Installation and maintenance of water pipe lines","200000","W","","",""
"2012 - 2013","10","Installation and maintenance of water pipe lines","200000","W","","",""
"","","Total","1625931","","","",""
"2013 - 2014","1","Maintenance/cleaning","198935","M","0","76/77","98.7"
"2013 - 2014","2","Putting Iron Doors","199856","SM","","",""
"2013 - 2014","4","Concretization ","185698","C","","",""
"2013 - 2014","5","Alluminium Channelling of toilets","188020","TO","","",""
"2013 - 2014","6","Maintenance/cleaning","88651","M","","",""
"2013 - 2014","7","Develpoment Work","88026","DW","","",""
"2013 - 2014","8","Benches","161149","B","","",""
"2013 - 2014","9","Mutton market maintenance","199976","MK","","",""
"2013 - 2014","10","Concretization ","208910","C","","",""
"2013 - 2014","11","Benches","197880","B","","",""
"","","Total","1717101","","","",""
"2014 - 2015","1","Electrification","183470","E","0","109/116","93.96"
"2014 - 2015","2","Computers","200000","CO","","",""
"2014 - 2015","3","Laying of Tiles","199314","T","","",""
"2014 - 2015","4","Benches","183333","B","","",""
"2014 - 2015","5","Maintenance/cleaning","183781","M","","",""
"2014 - 2015","6","Furniture work","191417","FW","","",""
"2014 - 2015","7","Drainage work+ Concretisation","192133","D+C","","",""
"2014 - 2015","8","Drainage work/ Laying of Drainage line","169220","D","","",""
"2014 - 2015","9","Concretization ","197879","C","","",""
"2014 - 2015","10","Mutton market maintenance","199340","MK","","",""
"","","Total","1899887","","","",""
"2015 - 2016","1","Benches","156219","B","1","119/127",""
"2015 - 2016","2","Laying of Tiles","165326","T","","",""
"2015 - 2016","3","Drainage work/ Laying of Drainage line","199943","D","","",""
"2015 - 2016","4","Furniture work","159381","FW","","",""
"2015 - 2016","5","Benches","163108","B","","",""
"2015 - 2016","6","Laying of Tiles","184594","T","","",""
"2015 - 2016","7","Benches","147581","B","","",""
"2015 - 2016","8","Develpoment Work","128165","DW","","",""
"","","Total","1304317","","","",""
"","","","","","","",""
"","","Final Total","6547236","","1","","96.33"
