"Prabhag 70A : Rajendra Shilimkar","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","GB attendance","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","1","","","","1","59/66","89.33","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","5","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","0","","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","1","Drainage line","200000","D","0","59/77","76.62","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","2","Drainage line","200000","D","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","3","Benches","200000","B","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","4","Computers","200000","CO","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","5","Electrification","200000","E","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","6","Drainage line","200000","D","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","7","Toilet","200000","TO","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","1400000","","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","1","Direction boards","200000","N","0","101/116","87.06","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","2","Direction boards","200000","N","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","3","Water line","200000","W","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","4","Water line","200000","W","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","5","Fencing","200000","FE","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","6","Fencing","200000","FE","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","7","Benches","200000","B","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","8","Benches","200000","B","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","9","Benches","200000","B","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","10","Benches","200000","B","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","2000000","","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","1","Benches","127917.55","B","0","106/127","83.46","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","2","Fencing","137768.47","FE","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","3","Benches","190512","B","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","4","Drainage line","199650","D","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","5","Drainage line","195394.73","D","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","6","Toilet","135382.39","TO","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","7","Toilet","197600.1","TO","","","","","","","","","","","","","","","","","","","","","",""
"","8","Fencing","120341.11","FE","","","","","","","","","","","","","","","","","","","","","",""
"2015 - 2016","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","1304566.35","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Final Total","4704566.35","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
