"Prabhag 60A : Henna Momin","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance",""
"2012 - 2013","1","Installation of Benches","182341","B","0","62/66",""
"2012 - 2013","2","Buying Toys and cupboard","86792","BG","","",""
"2012 - 2013","3","Installation of Paagoda ","198804","SM","","",""
"2012 - 2013","4","Installation of Benches","188307","B","","",""
"2012 - 2013","5","Installing Catus Eye","81716","DE","","",""
"2012 - 2013","6","Laying of Drainage Line","189087","D","","",""
"2012 - 2013","7","Reparing Toilets","169456","TO","","",""
"2012 - 2013","8","Reparing Footpath","181579","F","","",""
"2012 - 2013","9","Concretisation","189010","C","","",""
"2012 - 2013","10","Applying Thermoplastic Paint","184929","CT","","",""
"2012 - 2013","11","Laying of Drainage Line and sewer trap chamber","189783","D","","",""
"","","","","","","",""
"","","Total","1841804","","","",""
"2013 - 2014","1","Providing Printer","200000","CO","0","63/77",""
"2013 - 2014","2","Paagoda karane..?","99011","SM","","",""
"2013 - 2014","3","Collecting Waste","189042","M","","",""
"2013 - 2014","4","Repairing Chamber","180743","M","","",""
"2013 - 2014","5","Collecting Waste","178142","M","","",""
"2013 - 2014","6","Laying Drainage Line","179617","D","","",""
"2013 - 2014","7","Toilet Related Work","169268","TO","","",""
"2013 - 2014","8","Toilet Related Work","169460","TO","","",""
"2013 - 2014","9","Providing Computer and Printer","200000","CO","","",""
"","","","","","","",""
"","","Total","1565283","","","",""
"2014 - 2015","1","Making Seating Arrangment","200000","B","0","44/116",""
"2014 - 2015","2","Installing Benches","192000","B","","",""
"2014 - 2015","3","Laying Tiles","124327","T","","",""
"2014 - 2015","4","Painting Work in School","200000","CT","","",""
"2014 - 2015","5","Painting Samaj Mandir and Furniture ","200000","SM","","",""
"2014 - 2015","6","Repair Works","200000","M","","",""
"2014 - 2015","7","Drainage Repair Work","200000","D","","",""
"2014 - 2015","8","Concretisation","200000","C","","",""
"2014 - 2015","9","Installing Benches","192000","B","","",""
"2014 - 2015","10","Laying Drainage Line","197436","D","","",""
"","","","","","","",""
"","","Total","1905763","","","",""
"2015 - 2016","1","Laying Drainage Line","176000","D","0","35/127",""
"2015 - 2016","2","Laying Drainage Line","177000","D","","",""
"2015 - 2016","3","Laying Drainage Line","153000","D","","",""
"2015 - 2016","4","Benches","144000","B","","",""
"2015 - 2016","5","Benches","144000","B","","",""
"","","Total","794000","","","",""
"","","","","","","",""
"","","Final Total","6106850","","","",""
"","","","","","","",""
