"Prabhag 50A : Rupali Patil","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","GB attendance"
"2012 - 2013","1","Construction of Bus Stop","192000","BS","0","61/66","92.42"
"2012 - 2013","2","Laying Reflective Boards","200000","N","","",""
"2012 - 2013","3","Laying Reflective Boards","200000","N","","",""
"2012 - 2013","4","Development Work in PMC Building ","100000","DW","","",""
"2012 - 2013","5","Laying Pavement Blocks","98000","P","","",""
"2012 - 2013","6","Concretisation","200000","C","","",""
"2012 - 2013","7","Providing Jute Bags","200000","J","","",""
"","","","","","","",""
"","","Total","1190000","","","",""
"2013 - 2014","1","Installing Nameplates","69000","N","0","71/77","92.2"
"2013 - 2014","2","Laying Directional Boards","188000","N","","",""
"2013 - 2014","3","Laying Directional Boards","183000","N","","",""
"2013 - 2014","4","Laying Directional Boards","197000","N","","",""
"2013 - 2014","5","Laying Directional Boards","188000","N","","",""
"2013 - 2014","6","Installation of Benches","196000","B","","",""
"2013 - 2014","7","Constructing Bus Stop","200000","BS","","",""
"2013 - 2014","","","","","","",""
"","","Total","1221000","","","",""
"2014 - 2015","1","Changing Drainage Chambers","190000","D","","103/116","88.79"
"2014 - 2015","2","Changing Drainage Chambers","191000","D","","",""
"2014 - 2015","3","Changing Drainage Chambers","190000","D","","",""
"2014 - 2015","4","Collecting Waste","191000","M","","",""
"2014 - 2015","5","Installation of Benches","200000","B","","",""
"2014 - 2015","6","Installation of Benches","189000","B","","",""
"2014 - 2015","7","Repairing Toilet","191000","TO","","",""
"","","","","","","",""
"","","Total","1342000","","","",""
"2015 - 2016","1","Installation of Message boards","196000","N","0","107/127","84.25"
"2015 - 2016","2","Installation of Message boards","197000","N","","",""
"2015 - 2016","3","Drainage work","197000","D","","",""
"2015 - 2016","4","Drainage work","197000","D","","",""
"2015 - 2016","5","Decoration","199000","DE","","",""
"","","Total","986000","","","",""
"","","","","","","",""
"","","Final Total","4739000","","","",""
"","","","","","","",""
