"Prabhag 43B : Mrs. Ranjana Pawar","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","GB attendance","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","1","Concretization","121707.24","C","3","53/66","80.3","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","2","Concretization","119591.54","C","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","3","Concretization","121249.78","C","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","4","Electrification","127177.74","E","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","5","School repair and maintenance","120441.25","SM","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","6","Aarogya Kothi maintenance","172665.58","SM","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","7","Aarogya Kothi maintenance","106556.57","SM","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","8","Benches","145137.96","B","","","","","","","","","","","","","","","","","","","","","",""
"2012 - 2013","9","Benches","143314.07","B","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","1177841.73","","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","1","Benches","161129","B","1","60/77","77.92","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","2","Benches","165632","B","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","3","Paving blocks","141973","P","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","4","Installation of direction boards","199966","N","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","5","Installation of direction boards","161315","N","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","6","Waste disposal equipment","155239","WD","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","7","Waste disposal equipment","153922","WD","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","8","Fencing ","155029","FE","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","9","Toys installation in garden","166109","G","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","10","Waste disposal equipment","188487","WD","","","","","","","","","","","","","","","","","","","","","",""
"2013 - 2014","11","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Total","1648801","","","","","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","1","Concretization","122853.4","C","2","97/116","83.62","","","","","","","","","","","","","","","","","","",""
"2014 - 2015","2","Fencing","195759.5","FE","","","","","","","","","","","","","","","","","","","","","",""
