"Prabhag 59A : Sushila Netake (Oswal)","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance",""
"2012 - 2013","1","Installing direction boards","149817","N","0","60/66",""
"2012 - 2013","2","Reparing Work and hosting a meet","199496","M","","",""
"2012 - 2013","3","Concretisation ","193466","C","","",""
"2012 - 2013","4","Concretisation ","191090","C","","",""
"2012 - 2013","5","Concretisation ","189563","C","","",""
"2012 - 2013","6","Concretisation ","199264","C","","",""
"2012 - 2013","7","Concretisation ","182755","C","","",""
"2012 - 2013","8","Installation of benches","179047","B","","",""
"2012 - 2013","9","Drainage line related work","194850","D","","",""
"2012 - 2013","10","Drainage line related work","200000","D","","",""
"","","","","","","",""
"","","","","","","",""
"","","Total","1879348","","","",""
"2013 - 2014","1","Building Library","199197","L","0","70/77",""
"2013 - 2014","2","Laying Drainage Line","198078","D","","",""
"2013 - 2014","3","Installing Benches","194519","B","","",""
"2013 - 2014","4","Laying Tiles","190783","T","","",""
"2013 - 2014","5","Installing Benches","195263","B","","",""
"2013 - 2014","6","Providing Jute Bags","200000","J","","",""
"2013 - 2014","7","Providing Jute Bags","200000","J","","",""
"2013 - 2014","8","Providing Jute Bags","200000","J","","",""
"2013 - 2014","9","Laying Drainage Line","194447","D","","",""
"2013 - 2014","10","Concretisation","195065","C","","",""
"","","Total","1967352","","","",""
"2014 - 2015","1","Concretisation","191200","C","0","71/116",""
"2014 - 2015","2","Concretisation","191200","C","","",""
"2014 - 2015","3","Concretisation","191200","C","","",""
"2014 - 2015","4","Concretisation","191200","C","","",""
"2014 - 2015","5","Concretisation","191200","C","","",""
"2014 - 2015","6","Concretisation","191200","C","","",""
"2014 - 2015","7","Concretisation","188657","C","","",""
"2014 - 2015","8","Concretisation","191200","C","","",""
"","","Total","1527057","","","",""
"2015 - 2016","1","Waste Disposal ","190000","WD","3","81/127",""
"2015 - 2016","2"," Renovation work","159000","SM","","",""
"2015 - 2016","3","Jute bags / Canvas bags","200000","J","","",""
"2015 - 2016","4","Jute bags / Canvas bags","200000","J","","",""
"2015 - 2016","5","Jute bags / Canvas bags","200000","J","","",""
"2015 - 2016","6","Drainage work/ Laying of Drainage line","178000","D","","",""
"","","Total","1127000","","","",""
"","","","","","","",""
"","","Final Total","6500757","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
